2015-11-11 14:49:52,022 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: maksimenko:tellocal:0.0.1-SNAPSHOT @ D:\Dropbox\My\Java\EE\TelLocalEE\tellocal\pom.xml.
2015-11-13 14:39:20,886 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 14:39:20,891 [Worker-44] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:39:20,892 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 14:50:48,380 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:50:48,383 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 14:50:48,391 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:50:48,392 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 14:54:22,363 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:54:22,363 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 14:54:22,363 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:54:22,364 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 14:54:30,287 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:54:30,298 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 14:54:30,307 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 14:54:30,308 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:00:17,777 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:00:17,787 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:00:17,787 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:00:17,787 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:01:12,452 [Worker-64] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:01:12,454 [Worker-64] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2015-11-13 15:01:12,466 [Worker-64] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:01:12,467 [Worker-64] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:02:46,742 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:02:46,745 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2015-11-13 15:02:46,751 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:02:46,753 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:02:53,914 [Worker-56] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:02:53,914 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:02:53,914 [Worker-56] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:02:53,924 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:04:54,143 [Worker-64] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:04:54,147 [Worker-64] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:04:54,154 [Worker-64] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:04:54,155 [Worker-64] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:10:25,025 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:10:25,035 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:10:25,035 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:10:25,035 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:10:51,646 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:10:51,648 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:10:51,651 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:10:51,652 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:12:07,315 [Worker-70] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:12:07,316 [Worker-70] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:12:07,319 [Worker-70] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:12:07,320 [Worker-70] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:13:12,694 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:13:12,704 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:13:12,704 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:13:12,704 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:14:05,414 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:14:05,421 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:14:05,425 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:14:05,426 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:15:13,620 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:15:13,620 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 15:15:13,620 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:15:13,620 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:16:03,258 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:16:03,258 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:16:03,268 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:16:03,268 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:23:56,079 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:23:56,080 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:23:56,083 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:23:56,084 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:24:26,216 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:24:26,217 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:24:26,220 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:24:26,222 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 15:25:44,109 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:25:44,109 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 15:25:44,119 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 15:25:44,119 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:08:29,654 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:08:29,672 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:08:29,867 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:08:29,867 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:08:44,931 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:08:44,941 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:08:44,941 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:08:44,941 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:09:01,214 [Worker-86] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:09:01,217 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:09:01,222 [Worker-86] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:09:01,223 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:09:10,832 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:09:10,836 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:09:10,840 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:09:10,845 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:16:34,118 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:16:34,139 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:16:34,139 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:16:34,139 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:17:40,561 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:17:40,566 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:17:40,574 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:17:40,575 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:17:48,969 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:17:48,972 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:17:48,976 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:17:48,977 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:19:47,953 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:19:47,954 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:19:47,954 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:19:47,954 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:20:00,770 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:20:00,773 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:20:00,778 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:20:00,779 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:20:31,033 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:20:31,043 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:20:31,053 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:20:31,053 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:29:58,318 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:29:58,335 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:29:58,340 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:29:58,341 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:30:12,034 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:30:12,037 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:30:12,041 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:30:12,042 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:30:52,774 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:30:52,775 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:30:52,781 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:30:52,782 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:33:33,517 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:33:33,527 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:33:33,527 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:33:33,527 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:33:44,385 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:33:44,385 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:33:44,395 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:33:44,395 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:35:51,293 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:35:51,293 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:35:51,294 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:35:51,294 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:36:11,488 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:36:11,491 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:36:11,495 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:36:11,496 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:36:18,255 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:36:18,255 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:36:18,275 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:36:18,275 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:39:36,460 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:39:36,466 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:39:36,475 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:39:36,476 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:41:19,725 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:41:19,725 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:41:19,735 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:41:19,735 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:43:53,761 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:43:53,764 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:43:53,768 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:43:53,769 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:44:18,119 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:44:18,119 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 16:44:18,119 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:44:18,129 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:44:28,069 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:44:28,071 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-11-13 16:44:28,074 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:44:28,075 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:46:13,978 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:46:13,978 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2015-11-13 16:46:13,980 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2015-11-13 16:46:13,981 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Dropbox\My\Java\EE\feedsreader\src\test\resources
2015-11-13 16:48:01,664 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
